source,target,prediction
Andrew Josey,Sylvia B. Encheva,N
Maria Grazia Fugini,Sylvia B. Encheva,N
Anthony N. Michel,Sylvia B. Encheva,N
Matthieu Latapy,Sylviane R. Schwer,P
Rajeev Alur,Sylviane R. Schwer,N
Jeffery Westbrook,Sylviane R. Schwer,N
Howie Choset,Sylviane R. Schwer,N
Jong-Hwan Kim,Sylviane R. Schwer,N
Khaled Mellouli,Sylviane R. Schwer,N
William A. Arbaugh,Sylviane R. Schwer,N
Adam J. Grove,Sylviane R. Schwer,N
Sheng-Fuu Lin,Sylvie Corteel,N
Moni Naor,Sylvie Le Hégarat-Mascle,N
Antonio Puliafito,Symeon Papavassiliou,P
Dan A. Ralescu,Symeon Papavassiliou,N
Ben Y. Reis,Symeon Papavassiliou,N
Francis Jack Smith,Symeon Papavassiliou,N
Yoshiharu Kohayakawa,Symeon Papavassiliou,N
James J. Jiang,Symeon Papavassiliou,N
Ivo Düntsch,Szabolcs Mikulás,P
Lixin Tang,Szabolcs Mikulás,N
William Duckworth,Szabolcs Mikulás,N
Chi-Wang Shu,Szabolcs Mikulás,N
Mingxuan Sun,Szabolcs Mikulás,N
Karsten Urban,Szabolcs Mikulás,N
David Casasent,Szabolcs Mikulás,N
Javier Garcia-Frias,Sze-Bi Hsu,N
Betty H. C. Cheng,Sze-Bi Hsu,N
Wolfgang Emmerich,Sze-Bi Hsu,N
Majid Ahmadi,Sze-Bi Hsu,N
Joseph E. Pasciak,Sze-Bi Hsu,N
Charles Consel,Sze-Yao Ni,N
Salim Djeziri,Sze-Yao Ni,N
Sven Koenig,Sze-Yao Ni,N
George Varghese,Sze-Yao Ni,N
Ru-Qin Yu,Sze-Yao Ni,N
Gerhard P. Fettweis,Sze-Yao Ni,N
John J. Borking,Sze-Yao Ni,N
Philippos Tsalides,Sze-Yao Ni,N
Michael Reid,Szilárd András,P
Imrich Chlamtac,Szilárd András,N
Abhijit Chatterjee,Szilárd András,N
Darwin J. Davis,Szu-Lin Su,N
Miklós Telek,Sándor Imre,P
Steven Rudich,Sándor Imre,N
Herbert Moskowitz,Sándor Imre,N
Igor Pusnik,Sándor Imre,N
Eugene Lavretsky,Sándor Imre,N
Alfons Kemper,Sándor Imre,N
Vladimir Shpilrain,Sándor Imre,N
Michel Devy,Sándor Jenei,N
Anne Gelb,Sándor Jenei,N
Loo Hay Lee,Sándor Jenei,N
Sandeep Purao,Sándor Jenei,N
François Bousquet,Sándor Jenei,N
Toru Ishida 0001,Sándor Jenei,N
Alexander I. Barvinok,Sándor P. Fekete,P
André Rohe,Sándor P. Fekete,P
Arie Tamir,Sándor P. Fekete,P
Aviezri S. Fraenkel,Sándor P. Fekete,P
David S. Johnson,Sándor P. Fekete,P
Edward J. Anderson,Sándor P. Fekete,P
Ferran Hurtado,Sándor P. Fekete,P
Jürgen Teich,Sándor P. Fekete,P
Marc Noy,Sándor P. Fekete,P
Michael A. Bender,Sándor P. Fekete,P
Rudolf Fleischer,Sándor P. Fekete,P
Vera Sacristán,Sándor P. Fekete,P
Ignacio García-Jurado,Sándor P. Fekete,N
Marko Petkovsek,Sándor P. Fekete,N
Miguel Angel Salichs,Sándor P. Fekete,N
Daniel J. Sebald,Sándor P. Fekete,N
Birsel Ayrulu,Sándor Pongor,N
Murat Arcak,Sándor Pongor,N
Shunsuke Uemura,Sándor Pongor,N
Attila G. Császár,Sándor Suhai,P
Miquel Duran,Sándor Suhai,P
K. I. M. McKinnon,Sándor Suhai,N
Eduardo Alonso,Sándor Suhai,N
Søren Asmussen,Sándor Vágvölgyi,N
Peter Robinson 0001,Sándor Vágvölgyi,N
Jyun-Cheng Wang,Sándor Vágvölgyi,N
Allan Aasbjerg Nielsen,Sándor Vágvölgyi,N
Nikos A. Aspragathos,Sébastien Tixeuil,N
Arun Iyengar,Sébastien Tixeuil,N
Pierre Apkarian,Sébastien Tixeuil,N
Susanne Ufermann,Sébastien Tixeuil,N
Hong Shen,Søren Brier,N
Farzin Mokhtarian,Søren Brier,N
Reuven Cohen,Søren Brier,N
Anind K. Dey,Søren Brier,N
Christoph Dürr,Søren Brier,N
Simon K. Warfield,Søren Brunak,N
Dimitris Fotakis,Søren Brunak,N
Desmond P. Taylor,T. Aaron Gulliver,P
Ceyda Oguz,T. C. Edwin Cheng,P
C. T. Ng,T. C. Edwin Cheng,P
Hong Yan 0002,T. C. Edwin Cheng,P
Levon H. Khachatrian,T. C. Edwin Cheng,N
Nong Ye,T. C. Edwin Cheng,N
Michael C. Ferris,T. C. Edwin Cheng,N
Joseph Bergin,T. C. Edwin Cheng,N
Jenö Lehel,T. C. Edwin Cheng,N
Allen Foster,T. D. Wilson 0001,P
Elena Maceviciute,T. D. Wilson 0001,P
James H. Cross II,T. Dean Hendrix,P
Anders Møller,T. Dean Hendrix,N
Kai Koskimies,T. Dean Hendrix,N
J. Michael Cherry,T. Dean Hendrix,N
Yuen-Tak Yu,T. H. Tse,P
Tzong-Chen Wu,T. H. Tse,N
Liqiong Wei,T. H. Tse,N
Jibin Li 0001,T. M. Rajkumar,N
Adele Goldberg,T. Martin McGinnity,N
René van den Brink,T. Martin McGinnity,N
Colin Campbell,T. Martin McGinnity,N
John Watrous,T. Martin McGinnity,N
Chris J. Mitchell,T. Parthasarathy,N
Jeung-tai Eddie Tang,T. Parthasarathy,N
Vito Napolitano,T. Parthasarathy,N
Norbert Heuer,T. S. E. Maibaum,N
Roy Dyckhoff,T. S. E. Maibaum,N
Hui Zhang 0001,T. S. Eugene Ng,P
Peter Steenkiste,T. S. Eugene Ng,P
Paolo Costantini,T. S. Eugene Ng,N
Fabio Salice,T. S. Eugene Ng,N
H. Raghav Rao,T. S. Raghu,P
Ram Ramesh,T. S. Raghu,P
Alina Beygelzimer,T. S. Raghu,N
X. Chen,T. S. Raghu,N
Rajesh K. Gupta 0001,T. S. Raghu,N
Simone Santini,T. Warren Liao,N
Kanji Ueda,T. Warren Liao,N
Rocky K. C. Chang,T. Yung Kong,N
Donald J. Reifer,T. Yung Kong,N
Dylan M. Jones,T. Yung Kong,N
Mauro Barni,Ta-Hsin Li,N
Michael J. Shaw,Ta-Hsin Li,N
Manfred Opper,Ta-Hsin Li,N
Atsushi Togashi,Tadanori Mizuno,P
Tadashi Sakamoto,Tadanori Mizuno,P
Tomohiro Hase,Tadanori Mizuno,P
Alberto Policriti,Tadashi Dohi,N
Paul M. Thompson,Tadashi Ishihara,N
Joseba Urzelai,Tadashi Ishihara,N
Shigeru Katagiri,Tadashi Kitamura,P
Adi Ben-Israel,Tadashi Kitamura,N
Jouko A. Väänänen,Tadashi Kitamura,N
Thambipillai Srikanthan,Tadashi Kitamura,N
Bruce L. Jacob,Tadashi Kitamura,N
Atsushi Togashi,Tadashi Sakamoto,P
Robert Glück,Tadashi Sakamoto,N
Giovanni Cancellieri,Tadashi Sakamoto,N
Volker Hilt,Tadashi Sakamoto,N
Kai-Kuang Ma,Tae-Eog Lee,N
Douglas B. West,Tae-Eog Lee,N
Billur Barshan,Tae-Eog Lee,N
G. Michele Pinna,Tae-Sun Choi,N
Philip K. Maini,Tae-Yong Kuc,N
Neil Munro,Tae-Yong Kuc,N
Kang G. Shin,Tae-Yong Kuc,N
QianSheng Cheng,Tae-Yong Kuc,N
Henri Nicolas,Tae-Yong Kuc,N
Thomas Kämpke,Taekyoung Kwon 0002,N
Paul Dupuis,Taekyoung Kwon 0002,N
Ki-Seok Chung,Taewhan Kim,P
Rajesh K. Gupta 0001,Taewhan Kim,P
Sung-Mo Kang,Taewhan Kim,P
Gary S. H. Tan,Taewhan Kim,N
Theodore S. Rappaport,Taghi M. Khoshgoftaar,N
Mario Savino,Taghi M. Khoshgoftaar,N
Ümit V. Çatalyürek,Tahsin M. Kurç,P
Dominique Pastre,Tahsin M. Kurç,N
Rolf Apweiler,Tahsin M. Kurç,N
Miklós Ruszinkó,Tahsin M. Kurç,N
Toyohisa Kaneko,Tahsin M. Kurç,N
Jyh-Horng Wen,Tai-Kuo Woo,P
Milan Hodoscek,Tai-Kuo Woo,N
Federico Silla,Tai-Kuo Woo,N
Rafail Ostrovsky,Tai-Yue Wang,N
Steffen Möller,Tai-Yue Wang,N
Myung-Gon Yoon,Tai-Yun Kim,N
James S. Lehnert,Tai-Yun Kim,N
Mohsen Guizani,Taieb Znati,P
Shi-Kuo Chang,Taieb Znati,P
Janet Wiles,Taieb Znati,N
Claire Kenyon,Taieb Znati,N
Marwan A. Simaan,Taieb Znati,N
Erik D. Demaine,Taieb Znati,N
Anthony N. Michel,Taieb Znati,N
James Aweya,Taieb Znati,N
Chris C. N. Chu,Taieb Znati,N
David Wai-Lok Cheung,Tak Wah Lam,P
Ilya V. Kolmanovsky,Tak Wah Lam,N
Jung-Shyr Wu,Tak Wah Lam,N
Arun K. Sood,Tak Wah Lam,N
Stefano Smriglio,Tak Wah Lam,N
Richard J. Hathaway,Tak Wah Lam,N
Coskun Bayrak,Tak-Wai Chan,N
Karlheinz Kautz,Tak-Wai Chan,N
Helen M. Thomas,Takahiro Suzuki,N
Chih-Ping Chu,Takamasa Koshizen,N
Ramon Carbó-Dorca,Takamasa Koshizen,N
Hongbing Fan,Takamasa Koshizen,N
John B. Moore,Takamasa Koshizen,N
Shigeki Sugano,Takanori Shibata,P
Oleg V. Borodin,Takanori Shibata,N
Hung-Min Sun,Takanori Shibata,N
Mattias Svanström,Takanori Shibata,N
Joline Morrison,Takao Hinamoto,N
Evangelos Triantaphyllou,Takao Hinamoto,N
Visakan Kadirkamanathan,Takao Hinamoto,N
Mariagiovanna Sami,Takao Hinamoto,N
Jens Vygen,Takao Nishizeki,P
Takeshi Tokuyama,Takao Nishizeki,P
Shuichi Miyazaki,Takao Nishizeki,N
Helmut Pottmann,Takashi Maekawa,P
Symeon Papavassiliou,Takashi Maekawa,N
John E. Boyd,Takashi Maekawa,N
Charles H. Anderson,Takashi Maekawa,N
Roland Bacher,Takashi Maekawa,N
Chun Hung Cheng,Takashi Maekawa,N
Sergio Taraglio,Takashi Maekawa,N
Jesús A. De Loera,Takashi Matsumoto,N
Riste Skrekovski,Takashi Matsumoto,N
Anatoly S. Frolov,Takashi Takahashi,N
Stefan Wrobel,Takashi Takahashi,N
Jérôme Idier,Takashi Takahashi,N
Winfried K. Grassmann,Takashi Takahashi,N
Wen-Hua Chen,Takashi Takahashi,N
Roland Schmitz,Takashi Washio,N
Marc Moeneclaey,Takashi Washio,N
Ryotaro Kamimura,Takashi Washio,N
Mengchi Liu,Takashi Washio,N
Delin Chu,Takashi Watanabe,N
David Solo,Takashi Watanabe,N
Roberto Barbuti,Takashi Watanabe,N
Yongsheng Gao,Takashi Watanabe,N
Hervé Martin,Takayuki Furuta,N
Masaaki Honda,Takayuki Ito,P
Toshio Okamoto,Takayuki Ito,P
Emeric Deutsch,Takayuki Ito,N
Alexander Tuzhilin,Takayuki Ito,N
Jens H. Jahnke,Takayuki Ito,N
Peter I. Corke,Takayuki Ito,N
Jacques Cohen,Takayuki Ito,N
Albert Fannjiang,Takayuki Itoh,N
Hemant D. Tagare,Takayuki Itoh,N
Kiyoshi Yoshimoto,Takayuki Nakamura,P
Alex Bateman,Takayuki Nakamura,N
Ye-In Chang,Takayuki Nakamura,N
Norman Walsh,Takayuki Tanaka,N
Gregory J. Pottie,Takayuki Tanaka,N
Alexandre E. Eichenberger,Takehiro Mori,N
Hang Joon Kim,Takeo Kanade,N
Robert W. Brennan,Takeo Kanade,N
Alice Silverberg,Takeshi Furuhashi,N
Pierre Borne,Takeshi Furuhashi,N
Mohamed Darouach,Takeshi Furuhashi,N
Robin Thomas 0001,Takeshi Kambara,N
Chih-Chin Liu,Takeshi Ogura,N
Yieh-Ran Haung,Takeshi Ogura,N
Gerhard Weikum,Takeshi Ogura,N
András Pataricza,Takeshi Ogura,N
Santosh Pande,Takeshi Tokuyama,N
Joan P. Hutchinson,Takeshi Tokuyama,N
Mark A. J. Chaplain,Takeshi Tokuyama,N
Masayuki Murata,Takeshi Tokuyama,N
Paul E. Hoffman,Takeshi Tokuyama,N
DeLiang L. Wang,Takeshi Tokuyama,N
Umberto Amato,Takis Kasparis,N
Michael J. Todd,Takis Kasparis,N
Jung-Gen Wu,Takis Kasparis,N
Uri Shaked,Takis Kasparis,N
Helmut Pottmann,Takis Sakkalis,P
Jordi Petit,Takis Sakkalis,N
Ann Blandford,Takis Sakkalis,N
Krzysztof C. Kiwiel,Takis Sakkalis,N
Beate Bollig,Takis Sakkalis,N
Norio Shiratori,Takuo Suganuma,P
Konrad Piwakowski,Takuo Suganuma,N
Michael Fisher 0001,Takuo Suganuma,N
Mark Shimozono,Takuo Suganuma,N
Q. Zhang,Takuo Suganuma,N
Ben Light,Takuo Suganuma,N
Frank P. Ferrie,Tal Arbel,P
André Rohe,Tal Arbel,N
John Hershberger 0001,Tal Arbel,N
Weifa Liang,Tal Arbel,N
Wilfried Philips,Tal Malkin,N
Yevgeniy Dodis,Tal Rabin,P
Chew Lim Tan,Tal Rabin,N
Bruce J. McKenzie,Tal Rabin,N
Joseph S. B. Mitchell,Tamaki Ura,N
Louis G. Birta,Tamaki Ura,N
Timo Hämäläinen 0001,Tamaki Ura,N
Rephael Wenger,Tamal K. Dey,P
Chez Ciechanowicz,Tamara Eisenschitz,N
Florence L. Stahura,Tamara Eisenschitz,N
Alan A. Bertossi,Tamara Eisenschitz,N
Jim Woodcock,Tamara Sumner,N
Nahum Shimkin,Tamer Basar,P
Rayadurgam Srikant,Tamer Basar,P
Chongfu Huang,Tamer Basar,N
Abraham Seidmann,Tamer Basar,N
Richard Baskerville,Tamer Basar,N
Armin Heinzl,Tamer Basar,N
Anthony Stentz,Tamio Arai,P
Lynne E. Parker,Tamio Arai,P
Boudewijn R. Haverkort,Tamio Arai,N
Peter A. Burrough,Tamio Arai,N
Hugh F. Durrant-Whyte,Tamio Arai,N
Kenji Inoue,Tamio Tanikawa,P
Noriho Koyachi,Tamio Tanikawa,P
Tatsuo Arai,Tamio Tanikawa,P
Paul D. Seymour,Tamra Carpenter,P
Eddie Cheng,Tamra Carpenter,N
Jae Dong Yang,Tamás D. Gedeon,P
Ulises Cortés,Tamás D. Gedeon,N
Hong Qiao,Tamás D. Gedeon,N
Jia Li 0001,Tamás Linder,P
B. N. Chatterji,Tamás Linder,N
Nikos D. Sidiropoulos,Tamás Linder,N
Tamaki Ura,Tamás Linder,N
Edoardo Mosca,Tamás Linder,N
Fabio Salice,Tamás Linder,N
Eleftherios Tachtsis,Tamás Linder,N
H. Howard Fan,Tamás Linder,N
Viljem Zumer,Tamás Roska,N
Paul E. Hoffman,Tamás Roska,N
Paolo Arena,Tamás Roska,N
Herbert Hamers,Tamás Solymosi,P
Stef Tijs,Tamás Solymosi,P
José Nelson Amaral,Tamás Solymosi,N
Satoshi Murata,Tamás Solymosi,N
Rudolf Kruse,Tamás Solymosi,N
Donald P. Greenberg,Tamás Solymosi,N
Laura M. Haas,Tamás Szonyi,N
Carroll Morgan,Tamás Szonyi,N
Claudio S. Pinhanez,Tamás Szonyi,N
Alexander S. Poznyak,Tamás Szonyi,N
Philippe Gaborit,Tamás Terlaky,N
Saharon Shelah,Tamás Terlaky,N
William Clement Karl,Tamás Terlaky,N
Bernard Tourancheau,Tamás Várady,N
Ron Weber,Tan F. Wong,N
Robin Chapman,Tan F. Wong,N
Helen M. Meng,Tan Lee,P
David Anderson,Tan Lee,N
L. B. S. Raccoon,Tan Lee,N
Holger Theisel,Tan Lee,N
Gio Wiederhold,Tandy J. Warnow,N
Pi-Chung Wang,Tandy J. Warnow,N
Pasqua D'Ambra,Tandy J. Warnow,N
Mohamed M. Bayoumi,Tandy J. Warnow,N
Alberto Caprara,Tandy J. Warnow,N
J. Edward Colgate,Tanja Lange 0001,N
Junior Barrera,Tanja Lange 0001,N
Zhe Dang,Tanja Lange 0001,N
Anna Lubiw,Tanja Lange 0001,N
Hong Ren Wu,Tao Chen,P
Harvey Dubner,Tao Chen,N
Guo-Hui Lin,Tao Jiang 0001,P
Marie-Elisabeth Paté-Cornell,Tao Jiang 0001,N
Marcílio Carlos Pereira de Souto,Tao Jiang 0003,N
Alan R. Katritzky,Tao Jiang 0003,N
Oded Berman,Tao Tang,N
Makoto Itoh,Tao Yang,P
Alistair Black,Tao Yang,N
Ram D. Gopal,Tao Yang,N
Tatiana A. Tatusova,Tao Yang 0002,N
Carl K. Chang,Tao Zhang,P
Ezra Einy,Tao Zhang,N
Thomas W. Cusick,Tao Zhang,N
Chidamber Kulkarni,Tapan Kumar Pal,N
Hisashi Kobayashi,Tapan Kumar Pal,N
Eric A. Brewer,Tapan Kumar Pal,N
Olivier Lessmann,Tapani Hyttinen,P
Herman Akdag,Tapani Hyttinen,N
Roel J. Wieringa,Tapani Hyttinen,N
Fredrik Gustafsson,Tapani Hyttinen,N
William Fornaciari,Tapani Hyttinen,N
Ulrich Reif,Tapani Hyttinen,N
David M. Mount,Tapas Kanungo,P
Shai Herzog,Tapas Kanungo,N
Christian Bunse,Tapas Kanungo,N
Gulzar A. Khuwaja,Tapas Kanungo,N
Paul F. M. J. Verschure,Tapas Kanungo,N
Juho Rousu,Tapio Elomaa,P
Edmund H. Durfee,Tarek F. Abdelzaher,P
Lui Sha,Tarek F. Abdelzaher,P
Xuejun Xu,Tarek F. Abdelzaher,N
Gerardo Rubino,Tarek F. Abdelzaher,N
Rino Falcone,Tarek F. Abdelzaher,N
Dominique Meizel,Tarek Hamel,P
K. S. Surana,Tarek Hamel,N
James R. Bradley,Tarek Hamel,N
Mark Allman,Tarek Hamel,N
Raul Mihali,Tarek M. Sobh,P
Chung-Len Lee,Tarek M. Sobh,N
Paul C. K. Kwok,Tarek M. Sobh,N
Steffen Schulze-Kremer,Tarek N. Saadawi,N
Joel David Hamkins,Tarek N. Saadawi,N
J. Liu,Tarek N. Saadawi,N
Kai Koskimies,Tarja Systä,P
Chee Kheong Siew,Tarja Systä,N
Arvin Agah,Taro Maeda,P
Eimei Oyama,Taro Maeda,P
Karl F. MacDorman,Taro Maeda,P
Shigeru Ando,Taro Maeda,P
Jade P. Vinson,Taro Maeda,N
Laurent Falquet,Taro Maeda,N
Constantine Stephanidis,Taro Maeda,N
Kon Max Wong,Tat Soon Yeo,N
Rina Dechter,Tat Soon Yeo,N
Alexander Shen,Tat Soon Yeo,N
Renzo Sprugnoli,Tat-Seng Chua,N
Enrico Giunchiglia,Tat-Seng Chua,N
Gordon R. J. Cooper,Tat-Seng Chua,N
Adam Liwo,Tat-Seng Chua,N
Makoto Takizawa 0001,Tat-Seng Chua,N
Fabián Flores Bazán,Tat-Seng Chua,N
Barbara A. Rapp,Tatiana A. Tatusova,P
Frederik Maes,Tatiana A. Tatusova,N
Magnus Jansson,Tatiana A. Tatusova,N
Kevin Karplus,Tatiana A. Tatusova,N
Frank Silvio Marzano,Tatiana Tambouratzis,N
Inbar Fijalkow,Tatsuhiro Tsuchiya,N
Keikichi Hirose,Tatsuhiro Tsuchiya,N
John E. Boyd,Tatsuhiro Tsuchiya,N
Hosam M. Mahmoud,Tatsuie Tsukiji,P
Ulises Cortés,Tatsuie Tsukiji,N
Manoj Sachdev,Tatsuie Tsukiji,N
Kazuhito Yokoi,Tatsuo Arai,P
Kenji Inoue,Tatsuo Arai,P
Gobinda G. Chowdhury,Tatsuo Arai,N
Jaroslav Nesetril,Tatsuo Arai,N
Desmond J. Higham,Tatsuo Nakajima,N
Francesco Parisi-Presicce,Tatsuo Nakajima,N
Andy Hopper,Tatsuya Yamazaki,N
Akinori Sarai,Tatyana I. Merkulova,P
Galina Orlova,Tatyana I. Merkulova,P
Patricia M. Hill,Tatyana I. Merkulova,N
Karl Meerbergen,Tatyana I. Merkulova,N
René Garello,Tatyana I. Merkulova,N
Alexandre E. Eichenberger,Tava Lennon Olsen,N
Dag Normann,Tava Lennon Olsen,N
Lyn C. Thomas,Tava Lennon Olsen,N
Aapo Hyvärinen,Te-Won Lee,P
Shun-ichi Amari,Te-Won Lee,P
Soo-Young Lee,Te-Won Lee,P
V. David Sánchez A.,Te-Won Lee,P
Yung-Hwan Oh,Te-Won Lee,P
Lorenzo Milazzo,Te-Won Lee,N
Ari Pirkola,Te-Won Lee,N
Ralf-Dieter Schindler,Te-Won Lee,N
Leslie M. Collins,Teck-Hua Ho,N
Chai Kiat Yeo,Teck-Hua Ho,N
Dieter Gollmann,Teck-Hua Ho,N
Bernhard K. Aichernig,Teck-Hua Ho,N
Robert M. Haralick,Ted Herman,N
Mor Harchol-Balter,Ted Pedersen,N
Marcello A. Anile,Ted Pedersen,N
Chan M. Kim,Ted Selker,N
Anna Lubiw,Ted Selker,N
Gad M. Landau,Ted Selker,N
Paul Hildreth,Ted Selker,N
Marco Ceccarelli,Ted Selker,N
Ben Kao,Tei-Wei Kuo,P
Kwei-Jay Lin,Tei-Wei Kuo,P
Éric Sopena,Tei-Wei Kuo,N
Ivo Babuska,Tei-Wei Kuo,N
Roberto M. Amadio,Tei-Wei Kuo,N
Subbarayan Pasupathy,Teng Joon Lim,P
Robert S. Strichartz,Teng Joon Lim,N
Toshihisa Takagi,Teng Joon Lim,N
Shivakant Mishra,Teodor C. Przymusinski,N
Shang-Hua Teng,Teodor Gabriel Crainic,N
P. John Clarkson,Teodor Gabriel Crainic,N
Dan Keun Sung,Teodor Gabriel Crainic,N
Bruno Courcelle,Teodor Knapik,P
Albert H. Segars,Teodor Knapik,N
Changjun Jiang,Teodor Rus,N
Songde Ma,Teodor Rus,N
Wan Choi,Terence Critchlow,N
Divyakant Agrawal,Terence Critchlow,N
Domenico Talia,Terence Critchlow,N
Frank Thomson Leighton,Terence Critchlow,N
Toshihide Ibaraki,Terence D. Todd,N
Mari Davis,Terence D. Todd,N
Rajiv D. Banker,Terence D. Todd,N
Seungyong Lee,Terence D. Todd,N
Lillykutty Jacob,Terence D. Todd,N
Marc Joye,Terence D. Todd,N
Marc Fischlin,Terence Hwa,N
Peter A. Kollman,Terence Hwa,N
Cécile André,Terence Hwa,N
Marcílio Carlos Pereira de Souto,Teresa Bernarda Ludermir,P
Antanas Verikas,Teresa Bernarda Ludermir,N
Volkan Atalay,Teresa Bernarda Ludermir,N
Chung-Yee Lee,Teresa Bernarda Ludermir,N
M. Eduard Gröller,Teresa Bernarda Ludermir,N
Ted Pedersen,Teresa Bernarda Ludermir,N
Christina M. Mynhardt,Teresa W. Haynes,P
David Pokrass Jacobs,Teresa W. Haynes,P
Odile Favaron,Teresa W. Haynes,P
Alberto Del Bimbo,Teresa W. Haynes,N
Ziyou Gao,Teresa W. Haynes,N
Antonella Santone,Teresa W. Haynes,N
Zdenek Strakos,Teresita Rojas,N
Judith Timmer,Teresita Rojas,N
Harry L. Trentelman,Teresita Rojas,N
Arto Salomaa,Tero Harju,P
Ion Petre,Tero Harju,P
Mika Hirvensalo,Tero Harju,P
Oscar H. Ibarra,Tero Harju,P
Hennie De Schepper,Tero Laihonen,N
Christoph Quix,Tero Laihonen,N
Zheng Bao,Tero Laihonen,N
Daeyeon Park,Terrence A. Brooks,N
Javed Mostafa,Terrence D. Perera,N
Arnaud Delorme,Terrence J. Sejnowski,P
Fredrick W. Howell,Terrence J. Sejnowski,P
Jean-Marc Fellous,Terrence J. Sejnowski,P
Jorge V. José,Terrence J. Sejnowski,P
Marwan A. Jabri,Terrence J. Sejnowski,P
Michael I. Jordan,Terrence J. Sejnowski,P
Nigel H. Goddard,Terrence J. Sejnowski,P
Paul H. E. Tiesinga,Terrence J. Sejnowski,P
Roland E. Suri,Terrence J. Sejnowski,P
Ram Zamir,Terrence J. Sejnowski,N
Thomas Zeugmann,Terrence J. Sejnowski,N
Alexander Kanapin,Terri K. Attwood,P
Carole A. Goble,Terri K. Attwood,P
Chris P. Ponting,Terri K. Attwood,P
Christian J. A. Sigrist,Terri K. Attwood,P
Daniel H. Haft,Terri K. Attwood,P
Emmanuel Courcelle,Terri K. Attwood,P
Evgeni M. Zdobnov,Terri K. Attwood,P
Florence Servant,Terri K. Attwood,P
Laurent Falquet,Terri K. Attwood,P
Lorenzo Cerutti,Terri K. Attwood,P
Marco Pagni,Terri K. Attwood,P
Margaret Biswas,Terri K. Attwood,P
Michael D. R. Croning,Terri K. Attwood,P
Nicola J. Mulder,Terri K. Attwood,P
Nicolas Hulo,Terri K. Attwood,P
Peer Bork,Terri K. Attwood,P
Rodrigo Lopez,Terri K. Attwood,P
Youla Karavidopoulou,Terri K. Attwood,P
Samuel Sangkon Lee,Terri K. Attwood,N
Simone Diniz Junqueira Barbosa,Terri K. Attwood,N
Thomas L. Casavant,Terry A. Braun,P
Bernard Widrow,Terry A. Braun,N
Roger D. Hersch,Terry A. Braun,N
Douglas Edward Turner,Terry Anthony Byrd,P
Shunlin Liang,Terry Caelli,N
Zhen Liu 0001,Terry Elliott,N
François B. Vernadat,Terry Elliott,N
Dominique M. Durand,Terry Elliott,N
Roberto Gorrieri,Terry Moore,N
Daniel Kahn,Terry Moore,N
Mark Doernhoefer,Terry Moore,N
Zhe Dang,Terry P. Harrison,N
Anna Formica,Terry P. Harrison,N
Nikhil R. Pal,Terry P. Harrison,N
Rahul Singh,Terry R. Payne,P
Gregory D. Schuler,Terry R. Payne,N
Shine-Der Lee,Terry R. Payne,N
Ion Androutsopoulos,Terry R. Payne,N
Adriaan J. de Lind van Wijngaarden,Terry R. Payne,N
Jitendra K. Tugnait,Terry R. Payne,N
Yoshiaki Oda,Terry S. Griggs,N
Stasys Jukna,Terry S. Griggs,N
Armando Fox,Terry Winograd,P
Joaquín Míguez,Terry Winograd,N
Jay H. Lee,Terry Winograd,N
Jay T. Rubinstein,Terry Winograd,N
Nancy M. Amato,Tetsuo Asano,N
Bernard Widrow,Tetsuo Asano,N
Aapo Hyvärinen,Tetsuo Asano,N
John McLeod,Tetsushi Koide,N
Francesco Buccafurri,Tetsushi Koide,N
Sally A. Goldman,Tetsushi Koide,N
Nishith Goel,Tetsushi Koide,N
David Clark,Tetsuya Ishikawa,N
Ralph Adam,Tetsuya Takine,N
Marat V. Burnashev,Tetsuya Takine,N
Rosario Pugliese,Tetsuya Takine,N
David H. Marwick,Tetsuya Takine,N
Sandeep K. Gupta,Tetsuzo Tanino,N
Terry S. Griggs,Tetsuzo Tanino,N
Suresh Kumar,Tetsuzo Tanino,N
André C. M. Ran,Tetsuzo Tanino,N
Anna Galluccio,Tetsuzo Tanino,N
Sven Ole Aase,Thad Starner,N
Marisa E. Campbell,Thad Starner,N
Chin-Hui Lee,Thad Starner,N
Siew Kei Lam,Thambipillai Srikanthan,P
Vijayan K. Asari,Thambipillai Srikanthan,P
Enver Yücesan,Thambipillai Srikanthan,N
Paul Houston,Thambipillai Srikanthan,N
Hans-Werner Gellersen,Thambipillai Srikanthan,N
Steven G. Parker,Thanos Stouraitis,N
Saharon Shelah,Thanos Stouraitis,N
Takashi Yokomori,Thanos Stouraitis,N
Alvin T. S. Chan,Tharam S. Dillon,P
Elizabeth Chang 0001,Tharam S. Dillon,P
Hong Va Leong,Tharam S. Dillon,P
Ling Feng,Tharam S. Dillon,P
Stephen Chi-fai Chan,Tharam S. Dillon,P
Thomas A. Henzinger,Tharam S. Dillon,N
Anthony F. J. van Raan,Thed N. van Leeuwen,P
Peter W. Glynn,Thed N. van Leeuwen,N
David Bawden,Thed N. van Leeuwen,N
Hagit Attiya,Thed N. van Leeuwen,N
Sivan Toledo,Thed N. van Leeuwen,N
Markus Diesmann,Theo Geisel,P
Mario Vento,Theo Geisel,N
Suk-Ho Kang,Theo Geisel,N
Jin Xu,Theo Geisel,N
Stephen Farrell,Theo Geisel,N
Thomas Wennekers,Theo Gevers,N
Roque Marín,Theo Gevers,N
Judit Bar-Ilan,Theo Härder,N
Michael Conrad,Theo Härder,N
