source,target,prediction
Giovanni Aloisio,Sheng-Chyang Liaw,N
Rafael Aracil,Sheng-Chyang Liaw,N
Francesco Beltrame,Sheng-De Wang,N
Richard A. Shore,Sheng-De Wang,N
Guido Kanschat,Sheng-De Wang,N
Wen-Chyuan Chiang,Sheng-De Wang,N
P. Nagabhushan,Sheng-De Wang,N
Shi-Zhong Bai,Sheng-Gang Li,N
Nachum Dershowitz,Sheng-Gang Li,N
Jacques Demongeot,Sheng-Gang Li,N
Jean-Camille Birget,Sheng-Luen Chung,N
Concepción Perpiñá,Sheng-Luen Chung,N
Chyi-Ren Dow,Sheng-Tun Li,N
Ratnesh Kumar 0001,Shengbing Jiang,N
Xiaolan Xie,Shengbing Jiang,N
Marie-Paule Cani,Shengbing Jiang,N
David G. Cory,Shengbing Jiang,N
Domenico Parisi,Shenggui Zhang,N
Friedrich L. Bauer,Shenggui Zhang,N
Marten van Dijk,Shengli Liu,N
Philippe Owezarski,Shengli Liu,N
Paulo B. Góes,Shengli Liu,N
Francisco Criado,Shengli Liu,N
Julio Gonzalo,Shengli Liu,N
Din-Yuen Chan,Shengming Jiang,N
Moon Gi Kang,Shengming Jiang,N
James Lam,Shengyuan Xu,N
Krzysztof Galkowski,Shengyuan Xu,N
Tongwen Chen,Shengyuan Xu,N
Yun Zou,Shengyuan Xu,N
Zhiping Lin,Shengyuan Xu,N
Jon Atli Benediktsson,Shengyuan Xu,N
Ramesh Govindan,Shengyuan Xu,N
Miklos Santha,Shengyuan Xu,N
Hiroo Iwata,Sherali Zeadally,N
Michele Colajanni,Sherali Zeadally,N
Amitava Dutta,Sherali Zeadally,N
Pierre Leroux,Sherif Kamel,N
David R. Karger,Sherif Kamel,N
Marco Gori,Sherif M. Yacoub,N
John Karat,Sherman R. Alpert,P
John Vergo,Sherman R. Alpert,N
Yurdaer N. Doganata,Sherman R. Alpert,N
Marlon Dumas,Sherman R. Alpert,N
Stefano Stramigioli,Sheshayya A. Choudum,N
Serafim Batzoglou,Shey-Huei Sheu,N
Jiawei Han 0001,Shey-Huei Sheu,N
Friederike Moltmann,Shey-Huei Sheu,N
François Bouchut,Shi Jin,N
George Papanicolaou,Shi Jin,N
Jorge L. Moiola,Shi Jin,N
Jie Zhou,Shi Jin,N
Wei Ren,Shi-Chun Tsai,N
Elena Braverman,Shi-Chun Tsai,N
Susanto Rahardja,Shi-Chun Tsai,N
Defeng Sun,Shi-Chun Tsai,N
Mariano Alcañiz Raya,Shi-Jinn Horng,N
Jennifer Widom,Shi-Jinn Horng,N
Gert Pfurtscheller,Shi-Jinn Horng,N
Mark R. Cutkosky,Shi-Jinn Horng,N
Baining Guo,Shi-Min Hu,N
Helmut Pottmann,Shi-Min Hu,N
Heung-Yeung Shum,Shi-Min Hu,N
Ralph R. Martin,Shi-Min Hu,N
Stephen Lin,Shi-Min Hu,N
Tao Wang,Shi-Min Hu,N
Yong Rui,Shi-Min Hu,N
Rick S. Blum,Shi-Min Hu,N
David C. Yen,Shi-Ming Huang,P
Houn-Gee Chen,Shi-Ming Huang,N
Hsin-Ginn Hwang,Shi-Ming Huang,N
Joseph Fong,Shi-Ming Huang,P
Qing Li 0001,Shi-Ming Huang,P
Yi-Wen Chen,Shi-Ming Huang,N
Hubertus Franke,Shi-Ming Huang,N
Russell M. Mersereau,Shi-Ming Huang,N
Jörg Flum,Shi-Ming Huang,N
Bhaskar D. Rao,Shi-Nine Yang,N
Bernard De Baets,Shi-Zhong Bai,N
D. Roy Choudhury,Shi-Zhong Bai,N
Marc J. van Kreveld,Shi-Zhong Bai,N
Aniruddha S. Gokhale,Shi-Zhong Bai,N
John E. Psarras,Shi-Zhong Bai,N
Mengchu Zhou,Shi-Zhong Bai,N
Sungho Kang,Shian-Shyong Tseng,N
Yue Zhang,Shian-Shyong Tseng,N
Dong-Ho Lee,Shiann-Tsong Sheu,N
Anamitra Makur,Shiann-Tsong Sheu,N
Jorge Dias 0001,Shiann-Tsong Sheu,N
Mong-Li Lee,Shiann-Tsong Sheu,N
Kenzo Nonami,Shiann-Tsong Sheu,N
Giuseppe Lancia,Shibu Yooseph,P
Chih-Min Lin,Shibu Yooseph,N
Geoffrey I. Webb,Shichao Zhang,N
Jeffrey Xu Yu,Shichao Zhang,N
Li Liu,Shichao Zhang,N
Qiang Yang 0001,Shichao Zhang,N
Xindong Wu 0001,Shichao Zhang,N
Yuefeng Li,Shichao Zhang,P
Martín Hötzel Escardó,Shichao Zhang,N
Sheng Zhong,Shichao Zhang,N
Paul Barford,Shichao Zhang,N
Elza Erkip,Shiduan Cheng,N
Jürgen Wolff von Gudenberg,Shiduan Cheng,N
Baw-Jhiune Liu,Shie-Jue Lee,N
Vadim Shapiro,Shie-Jue Lee,N
Hirochika Inoue,Shie-Jue Lee,N
Zbigniew Antoni Banaszak,Shie-Jue Lee,N
Michele Conforti,Shie-Jue Lee,N
Yuan Jiang 0001,Shifu Chen,N
Hideyuki Tsukagoshi,Shigeo Hirose,P
Hong K. Lo,Shigeo Hirose,N
Abdul-Majid Wazwaz,Shigeo Hirose,N
P. Nagabhushan,Shigeo Hirose,N
Leo W. Jeffres,Shigeo Hirose,N
Paul Johannesson,Shigeru Okuma,N
Abdelhamid Tayebi,Shigeru Okuma,N
Jill P. Mesirov,Shigeru Okuma,N
Marc J. van Kreveld,Shigeru Okuma,N
Kazuyuki Aihara,Shigetoshi Nara,P
Gaurav S. Sukhatme,Shigetoshi Nara,N
Sung-Jea Ko,Shigeyoshi Ogawa,N
Richard D. Gitlin,Shigeyoshi Ogawa,N
Johan Bos,Shigeyoshi Ogawa,N
Woo-Keun Yoon,Shigeyuki Hosoe,N
Eric O. Postma,Shigeyuki Hosoe,N
Gregory M. Vaudreuil,Shigeyuki Hosoe,N
Shyi-Chyi Cheng,Shih-Chang Hsia,N
Hlaing Minn,Shih-Chang Hsia,N
Juan de Lara,Shih-Chang Hsia,N
Robert Dale,Shih-Chang Hsia,N
Livinus Ugochukwu Uko,Shih-Chang Hsia,N
Uwe Meyer-Bäse,Shih-Chang Hsia,N
Feng Lin 0002,Shih-Chien Chou,N
Prakash M. Nadkarni,Shih-Chien Chou,N
Kim-Chuan Toh,Shih-Chien Chou,N
Daniel Solow,Shih-Chien Chou,N
R. Sritharan,Shih-Chien Chou,N
Chengwu Yang,Shih-Chien Chou,N
Pertti M. Mäkilä,Shih-Chii Liu,N
Farid N. Najm,Shih-Chii Liu,N
Ajay Divakaran,Shih-Fu Chang,N
Anthony Vetro,Shih-Fu Chang,P
Huifang Sun,Shih-Fu Chang,P
Jaap van Pelt,Shih-Fu Chang,N
Fabrizio Dabbene,Shih-Fu Chang,N
Khalil S. Hindi,Shih-Yu Huang,N
Donia Scott,Shih-Yu Huang,N
Ming-Hui Huang,Shih-Yu Huang,N
David C. Yen,Shihab A. Shamma,N
Stephen H. Bryant,Shihab A. Shamma,N
Robert Sabourin,Shihuang Shao,N
Anders Dessmark,Shihuang Shao,N
Klaus Bothe,Shihuang Shao,N
Nathan Intrator,Shimon Edelman,P
David B. Shmoys,Shimon Edelman,N
Jim X. Chen,Shimon Edelman,N
Dirk Reiners,Shimon Edelman,N
Persi Diaconis,Shimon Edelman,N
Li Layuan,Shin Ishii,N
Junior Barrera,Shin Ishii,N
Benjamin Blankertz,Shin Ishii,N
Lokenath Debnath,Shin Min Kang,N
Rolf Ernst,Shin Min Kang,N
Art B. Owen,Shin'ichi Oishi,N
Per-Åke Larson,Shin'ichi Yuta,N
Weigao Ge,Shin'ichi Yuta,N
Amir Beck,Shin'ichi Yuta,N
Gi-Ho Park,Shin-Dug Kim,P
Gunhee Han,Shin-Dug Kim,N
Xose Manuel Pardo,Shin-Dug Kim,N
Feng Liang,Shin-Dug Kim,N
Mary Croarken,Shin-Ichi Nakano,N
Shi-Jinn Horng,Shin-Ichi Nakano,P
Tomonori Aoyama,Shin-Ichi Nakano,N
Min-Shiang Hwang,Shin-Jia Hwang,P
Juhnyoung Lee,Shin-Jia Hwang,P
Enzo Mingozzi,Shin-Jia Hwang,N
Paul Sablonnière,Shin-Jia Hwang,N
Andrew Tomkins,Shin-Jia Hwang,N
George L. Vairaktarakis,Shin-Jia Hwang,N
David Poeppel,Shin-Ju Chen,N
Gregory D. Hager,Shin-Ju Chen,N
Wolfgang Fleischmann,Shin-Ju Chen,N
Wei-Pang Yang,Shin-Mu Tseng,P
John A. Stankovic,Shin-Mu Tseng,N
Dan Suciu,Shin-Mu Tseng,N
Athina P. Petropulu,Shin-Mu Tseng,N
Nikolaos D. Doulamis,Shin-Mu Tseng,N
Erol Gelenbe,Shin-Yuan Hung,N
John A. Miller,Shin-Yuan Hung,N
Jhing-Fa Wang,Shin-Yuan Hung,N
Huyên Pham,Shin-Yuan Hung,N
Tsuhan Chen,Shing-Chow Chan,P
Bernhard Koerber,Shing-Chow Chan,N
Hieu Minh Trinh,Shing-Tsaan Huang,N
Gideon Dror,Shing-Tsaan Huang,N
David L. Pepyne,Shing-Tsaan Huang,N
Hiroshi Motoda,Shinichi Morishita,N
Isidore Rigoutsos,Shinichi Morishita,N
Mohammed Javeed Zaki,Shinichi Morishita,N
Setsuo Arikawa,Shinichi Morishita,N
Rüdiger Zarnekow,Shinichi Morishita,N
J. Marc Overhage,Shinichi Morishita,N
Eric M. Rains,Shinichi Morishita,N
R. Sritharan,Shinichi Morishita,N
Enea Zaffanella,Shinichi Nakasuka,N
David Gibson,Shinichi Nakasuka,N
Stefano Ferilli,Shinichi Nakasuka,N
Hironobu Nakamura,Shinichi Tamura,N
Kenichi Hagihara,Shinichi Tamura,N
Diederik Verkest,Shinichi Tamura,N
Stephanie M. Doane,Shinichi Tamura,N
Wei Zhang,Shinichi Yokota,N
Yi Xu,Shinichi Yokota,N
Rustam M. Vahidov,Shinichi Yokota,N
Ljupco Kocarev,Shinji Kusumoto,N
Sudhir S. Dixit,Shinji Kusumoto,N
Marino Miculan,Shinji Kusumoto,N
Kiyoshi Itoh,Shinji Kusumoto,N
Wolfgang Merkle,Shinji Ozawa,N
Ursula Pieper,Shinji Ozawa,N
Luca Benini,Shinji Ozawa,N
Katsuyuki Yamazaki,Shinji Shimojo,N
Eric M. Rains,Shinji Shimojo,N
Alexandru Telea,Shinn-Ying Ho,N
Stefan Kramer 0001,Shinn-Ying Ho,N
Noboru Murata,Shinto Eguchi,N
Manuel Núñez 0001,Shinto Eguchi,N
Kurt M. Anstreicher,Shinto Eguchi,N
Zhenquan Zhuang,Shipeng Li,N
Zixiang Xiong,Shipeng Li,P
Sotirios G. Ziavras,Shipeng Li,N
Geoffrey Sampson,Shipeng Li,N
Mohammed Javeed Zaki,Shipeng Li,N
Jorge Nocedal,Shipeng Li,N
Yi Hu,Shirin Madon,N
Dong-Hui Li,Shirin Madon,N
Raymond H. Kwong,Shirley Ann Becker,N
G. William Walster,Shirley Ann Becker,N
Jürgen Bajorath,Shirley Ann Becker,N
Jeffrey K. Uhlmann,Shirley Ann Becker,N
Joel R. Phillips,Shirley Ann Becker,N
Toshiyuki Tanaka,Shiro Ikeda,N
Hidetoshi Ikeno,Shiro Usui,N
Jaap van Pelt,Shiro Usui,N
Soo-Young Lee,Shiro Usui,N
Philippe Bolon,Shiro Usui,N
Alex Dekhtyar,Shiro Usui,N
Dong Sun 0001,Shiu Kit Tso,N
Zhigeng Pan,Shiu Kit Tso,N
Robert Preissner,Shiu Kit Tso,N
Gérard Cornuéjols,Shiu Kit Tso,N
Clint Scovel,Shiu Kit Tso,N
Ronald Fedkiw,Shiuh-Jeng Wang,N
Mariusz Wozniak,Shiuh-Jeng Wang,N
Hiroshi Yasuda,Shiuh-Pyng Shieh,N
Sally Morris,Shiuh-Pyng Shieh,N
Yao Wang 0001,Shivendra S. Panwar,P
Ying-Cheng Lai,Shivkumar Chandrasekaran,N
Reinhard Diestel,Shivkumar Chandrasekaran,N
Biplab Sikdar,Shivkumar Kalyanaraman,N
Christopher D. Carothers,Shivkumar Kalyanaraman,N
Jiang Li,Shivkumar Kalyanaraman,N
Andrew Thomason,Shivkumar Kalyanaraman,N
Joseph P. Noonan,Shivkumar Kalyanaraman,N
Xilin Chen,Shivkumar Kalyanaraman,N
Xiaowei Li 0001,Shivkumar Kalyanaraman,N
Franco Bartolini,Shiwen Yu,N
Jianjun Shi,Shiyu Zhou,N
Suresh P. Sethi,Shiyu Zhou,N
Dominique Laurent,Shiyu Zhou,N
Hendrik Van Maldeghem,Shiyu Zhou,N
Liam J. McGuffin,Shiyu Zhou,N
George O. Wesolowsky,Shiyu Zhou,N
Vijayalakshmi Atluri,Shiyu Zhou,P
Markus H. Gross,Shiyu Zhou,N
Elena Ferrari,Shiyuan Yang,N
Heung-Yeung Shum,Shiyuan Yang,N
Jennifer C. Lai,Shiyuan Yang,N
Sergio Rajsbaum,Shlomi Dolev,P
Peter Kawalek,Shlomi Dolev,N
George D. Papadopoulos,Shlomi Dolev,N
Andrew A. Chien,Shlomi Dolev,P
Gérard Assayag,Shlomo Dubnov,P
Joseph Tabrikian,Shlomo Dubnov,N
Philip Resnik,Shlomo Dubnov,N
Alexandra M. Newman,Shlomo Dubnov,N
Marie-Laurence Mazure,Shlomo Dubnov,N
Arie Feuer,Shlomo Dubnov,N
Tamás Terlaky,Shlomo Moran,N
Sid L. Huff,Shlomo Moran,N
Josef Bigün,Shlomo Moran,N
Toshihisa Takagi,Shlomo Moran,N
Dariush Divsalar,Shlomo Shamai,P
Thomas L. Marzetta,Shlomo Shamai,P
Louis A. Tamburino,Shlomo Shamai,N
Craig Gotsman,Shlomo Shamai,N
Fadi Dornaika,Shlomo Shamai,N
Rabah Amir,Shlomo Shamai,N
Kemal Altinkemer,Shlomo Weiss,N
Martine Labbé,Shlomo Weiss,N
Roberta Lamb,Shlomo Weiss,N
F. H. Frank Leung,Shlomo Weiss,N
S. K. Gupta,Shlomo Weiss,N
Allen R. Hanson,Shlomo Zilberstein,P
Claudia V. Goldman,Shlomo Zilberstein,N
Edward M. Riseman,Shlomo Zilberstein,P
François Charpillet,Shlomo Zilberstein,P
James Allan,Shlomo Zilberstein,P
Philippe Chassaing,Shlomo Zilberstein,N
Victor R. Lesser,Shlomo Zilberstein,P
T. Martin McGinnity,Shlomo Zilberstein,N
Pierre Vandergheynst,Shlomo Zilberstein,N
Tohru Kikuno,Shlomo Zilberstein,N
Wai Chen,Shlomo Zilberstein,N
Hans Kellerer,Shlomo Zilberstein,N
Irad Yavneh,Shmuel Onn,N
Michael Grass,Shmuel Onn,N
Sixto Ríos-Insua,Shmuel Onn,N
Rhan Ha,Shmuel Onn,N
Alessandro Rizzi,Shmuel Onn,N
Edoardo Amaldi,Shmuel Onn,N
Alex Samorodnitsky,Shmuel Safra,P
Christos H. Papadimitriou,Shmuel Safra,P
Dana Ron,Shmuel Safra,P
Guy Kindler,Shmuel Safra,P
Xiaotie Deng,Shmuel Safra,P
Olivier Gossner,Shmuel Zamir,N
William M. Wells III,Shmuel Zamir,N
Nicola J. Mulder,Shogo Nishida,N
Balázs Imreh,Shogo Nishida,N
R. Chandrasekaran,Shoji Makino,N
Hiroshi Okamoto,Shoji Tanaka,N
Sven Nordholm,Shotaro Akaho,N
Wen-Tsuen Chen,Shou-Chih Lo,N
Mark S. Ackerman,Shou-Chih Lo,N
Raghupathy Sivakumar,Shou-Chih Lo,N
Jianliang Xu,Shou-Chih Lo,N
Geert Wets,Shou-Chih Lo,N
Ivan Kramosil,Shou-Chih Lo,N
Yair Caro,Shou-Chih Lo,N
Cheng Wang,Shouhong Wang,N
Pingzhi Z. Fan,Shouhong Wang,N
Lars Birkedal,Shouhong Wang,N
Andreas S. Pomportsis,Shouhong Wang,N
Kin Keung Lai,Shouyang Wang,P
Yoshiteru Nakamori,Shouyang Wang,N
Gonzalo Pajares,Shouyang Wang,N
Michael Gleicher,Shouyang Wang,N
Tian-Ming Wang,Shree K. Nayar,N
Javier Aracil,Shu Beng Tor,N
Robert Ian Whitfield,Shu Ching Yang,N
Luis E. Anido-Rifón,Shu Ching Yang,N
C. R. Ramakrishnan,Shu Ching Yang,N
Michel Zitt,Shu Hung Leung,N
Daniel Pak-Kong Lun,Shu Hung Leung,N
Carla P. Gomes,Shu Hung Leung,N
David Gibson,Shu Hung Leung,N
Khaled A. S. Abdel-Ghaffar,Shu Lin,P
Byrav Ramamurthy,Shu Zhang,N
Michael S. Jacobson,Shu Zhang,N
Boris T. Polyak,Shu Zhang,N
Allen S. Lee,Shu Zhang,N
Tova Milo,Shu Zhang,N
James Lam,Shu Zhang,N
Henry L. W. Nuttle,Shu-Cherng Fang,P
Soon-Yi Wu,Shu-Cherng Fang,N
Zukang Feng,Shu-Cherng Fang,N
Bernadette Charron-Bost,Shu-Cherng Fang,N
John A. Miller,Shu-Cherng Fang,N
Xishun Zhao,Shu-Cherng Fang,N
Andrea Fusiello,Shu-Cherng Fang,N
Kuo-Qin Yan,Shu-Chin Wang,P
Constantinos Dovrolis,Shu-Chin Wang,N
Detmar W. Straub,Shu-Ching Wang,N
Hyun Wook Park,Shu-Yuan Chen,N
Nicolai Petkov,Shu-Yuan Chen,N
Pierre-Etienne Moreau,Shu-Yuan Chen,N
Andrzej Rucinski 0001,Shu-Yuan Chen,N
Jiannong Cao,Shu-Yuan Chen,N
Nigel Shadbolt,Shu-Yuan Chen,N
Gail Binkley,Shuai Weng,N
Gavin Sherlock,Shuai Weng,N
Heng Jin,Shuai Weng,N
Kara Dolinski,Shuai Weng,N
Laurie Issel-Tarver,Shuai Weng,N
Maria C. Costanzo,Shuai Weng,N
Ramon Jansana,Shuai Weng,N
Paul G. Spirakis,Shuai Weng,N
Todd M. Austin,Shubhendu S. Mukherjee,P
Eugenio Chiavaccini,Shubhendu S. Mukherjee,N
M. Omair Ahmad,Shubhendu S. Mukherjee,N
Alexandre Varnek,Shubhendu S. Mukherjee,N
Pierre Apkarian,Shubhendu S. Mukherjee,N
Mani B. Srivastava,Shuguang Huang,N
Peter J. Artymiuk,Shuguang Huang,N
Richard P. Brent,Shuhong Gao,N
Rick Mabry,Shuhong Gao,N
Peter Van den Besselaar,Shuhong Gao,N
Charles H. Anderson,Shuhong Gao,N
Ji-Rong Wen,Shuji Hashimoto,N
Thomas J. Peters,Shuji Hashimoto,N
Philip Powell,Shuji Hashimoto,N
Oscar G. Plata,Shuly Wintner,N
J. Leo van Hemmen,Shuly Wintner,N
Juan Rios,Shuly Wintner,N
Ji-Ye Mao,Shuly Wintner,N
Xiangshi Ren,Shumin Zhai,N
Leslaw K. Bieniasz,Shun'ichi Kaneko,N
Alexandros Nanopoulos,Shun'ichi Kaneko,N
Tsu-Tian Lee,Shun-Feng Su,N
Guido Dedene,Shun-Feng Su,N
Alan D. George,Shun-Feng Su,N
Yee Leung,Shun-Feng Su,N
Richard B. Vinter,Shun-Shii Lin,N
Marco Parvis,Shun-Shii Lin,N
Mathilde M. Bekker,Shun-Shii Lin,N
Andreas V. M. Herz,Shun-ichi Amari,N
Arthur W. Toga,Shun-ichi Amari,N
Erik De Schutter,Shun-ichi Amari,N
Francesco Beltrame,Shun-ichi Amari,N
Hiroyuki Nakahara,Shun-ichi Amari,P
Jaap van Pelt,Shun-ichi Amari,N
Liqing Zhang 0001,Shun-ichi Amari,P
Marat V. Burnashev,Shun-ichi Amari,N
Michael A. Arbib,Shun-ichi Amari,N
Paul F. M. J. Verschure,Shun-ichi Amari,N
Perry L. Miller,Shun-ichi Amari,N
Raphael Ritz,Shun-ichi Amari,P
Rolf Kötter,Shun-ichi Amari,N
Shankar Subramaniam,Shun-ichi Amari,N
Shiro Ikeda,Shun-ichi Amari,P
Shiro Usui,Shun-ichi Amari,N
Si Wu,Shun-ichi Amari,P
Soo-Young Lee,Shun-ichi Amari,P
Sten Grillner,Shun-ichi Amari,N
Toshiyuki Tanaka,Shun-ichi Amari,N
Yuanqing Li,Shun-ichi Amari,N
Frédéric Amblard,Shun-ichi Amari,N
Norihiro Kamide,Shun-ichi Amari,N
Mitchell Wand,Shun-ichi Amari,N
Steven M. Bellovin,Shung-Yung Lung,N
Constantine D. Spyropoulos,Shung-Yung Lung,N
Patrizio Colaneri,Shung-Yung Lung,N
Satoru Miyano,Shung-Yung Lung,N
Torsten Braun,Shung-Yung Lung,N
Aboul Ella Hassanien,Shunlin Liang,N
John J. McCann,Shunlin Liang,N
Wolfgang Wagner 0002,Shunlin Liang,N
N. Ranganathan,Shunlin Liang,P
John P. Fonseka,Shunsuke Kondo,N
Aart Blokhuis,Shunsuke Kondo,N
François Bouchut,Shunsuke Sato,N
John Ioannidis,Shunsuke Sato,N
Tomoyuki Yamakami,Shunsuke Uemura,N
Rosario Gennaro,Shunsuke Uemura,N
Robert E. Filman,Shuo-Cheng Hu,N
Liqing Zhang 0001,Shuo-Cheng Hu,N
Pavol Návrat,Shuo-Cheng Hu,N
Xizhong Zheng,Shuo-Cheng Hu,N
Pierre Le Beux,Shuo-Cheng Hu,N
Stefano Baratella,Shuo-Cheng Hu,N
Jin Heon Seo,Shuo-Cheng Hu,N
Cornelis Roos,Shuo-Cheng Hu,N
David W. Mauro,Shusaku Tsumoto,N
Aneta Karaivanova,Shusaku Tsumoto,N
Tom Bohman,Shusaku Tsumoto,N
Xiang-dong Hou,Shuta Murakami,N
Fumio Kanehiro,Shuuji Kajita,N
Hirochika Inoue,Shuuji Kajita,N
Hirohisa Hirukawa,Shuuji Kajita,P
Kazuhito Yokoi,Shuuji Kajita,P
Kenji Kaneko,Shuuji Kajita,P
Susumu Tachi,Shuuji Kajita,P
Yoshihiko Nakamura,Shuuji Kajita,P
Jan P. Allebach,Shuuji Kajita,N
Michael Ulbrich,Shuuji Kajita,N
Yaroslav D. Sergeyev,Shuuji Kajita,N
Jörg Henkel,Shuvra S. Bhattacharyya,P
K. J. Ray Liu,Shuvra S. Bhattacharyya,N
Rudy Lauwereins,Shuvra S. Bhattacharyya,N
Xiaobo Hu,Shuvra S. Bhattacharyya,N
Hong Shen 0001,Shuvra S. Bhattacharyya,N
Hongya Ge,Shuvra S. Bhattacharyya,N
Chun-Yi Su,Shuzhi Sam Ge,N
Jing Wang,Shuzhi Sam Ge,N
Jin Zhang,Shuzhi Sam Ge,N
J. Zhang,Shuzhi Sam Ge,N
Barbara Hammer,Shuzhi Sam Ge,N
John G. Taylor,Shuzhi Sam Ge,N
Mahmut T. Kandemir,Shuzhi Sam Ge,N
Ulrich Meyer 0001,Shuzhi Sam Ge,N
David D. Yao,Shuzhong Zhang,N
Xun Yu Zhou,Shuzhong Zhang,N
Elliot Bendoly,Shuzhong Zhang,N
Fred Daneshgaran,Shuzhong Zhang,N
Vigyan Singhal,Shuzhong Zhang,N
Upkar Varshney,Shyam L. Kalla,N
El-Ghazali Talbi,Shyam L. Kalla,N
Kai-Chih Liang,Shyan-Ming Yuan,P
Yue-Shan Chang,Shyan-Ming Yuan,P
Per-Åke Larson,Shyan-Ming Yuan,N
Ningning Yan,Shyan-Ming Yuan,N
C. R. Ramakrishnan,Shyhtsun Felix Wu,N
Hideto Ide,Shyhtsun Felix Wu,N
J. Gerard Wolff,Shyhtsun Felix Wu,N
Oliver Laitenberger,Shyi-Chyi Cheng,N
Javier Garcia-Frias,Shyi-Chyi Cheng,N
Miki Haseyama,Shyi-Chyi Cheng,N
Chung-Ming Huang,Shyi-Ming Chen,N
John M. Ward,Shyi-Ming Chen,N
David M. Chess,Shyi-Ming Chen,N
Bertrand M. T. Lin,Shyong Jian Shyu,N
Mohamed Haouari,Shyong Jian Shyu,N
Kang Wook Chun,Shyong Jian Shyu,N
Makoto Sato,Shyue-Kung Lu,N
Petrus H. Potgieter,Shyue-Liang Wang,N
Michael O. Ball,Shyue-Liang Wang,N
Ce Zhu,Si Wu,N
Zhengguo Li,Si Wu,N
Jacques Demongeot,Si Wu,N
Clint A. Bowers,Si Wu,N
Gerard Parr,Si Wu,N
Victor R. Basili,Si Wu,N
Konstantinos G. Margaritis,Si Wu,N
Chris J. Mitchell,Siaw-Lynn Ng,N
Pietro Liò,Siaw-Lynn Ng,N
Susan V. Vrbsky,Sibabrata Ray,N
Andrea Serrani,Sibabrata Ray,N
Peter Butkovic,Sibabrata Ray,N
Richard Banach,Sibabrata Ray,N
Hussein T. Mouftah,Sibabrata Ray,N
Christopher D. Carothers,Sibel Adali,N
Eckhard Lichtenthaler,Sibel Adali,N
Rafael Barea,Sibel Adali,N
Xiao Fan Wang,Sibel Adali,N
P. Jean-Jacques Herings,Sibel Adali,N
Ettore Stella,Sibel Adali,N
Birgit Pfitzmann,Sibel Adali,N
Stuart W. Margolis,Sid L. Huff,N
Aristide Mingozzi,Sid L. Huff,N
Alfredo Matteo,Sid L. Huff,N
Marvin D. Troutt,Siddhartha Bhattacharyya,P
Achim Jung,Siddhartha Bhattacharyya,N
Sophia Ananiadou,Sidney W. A. Dekker,N
Yixian Yang,Sidney W. A. Dekker,N
Yongmin Kim 0001,Sidney W. A. Dekker,N
Srivaths Ravi 0001,Sidney W. A. Dekker,N
Irina Perfilieva,Siegfried Gottwald,N
Petr Hájek 0001,Siegfried Gottwald,P
Alberto Morello,Siegfried Gottwald,N
Hiroshi Yasuda,Siegfried Handschuh,N
John R. Smith,Siegfried Handschuh,N
Sethuraman Panchanathan,Siegfried Handschuh,N
Steffen Staab,Siegfried Handschuh,N
N. Sridharan,Siegfried Handschuh,N
Kasturi R. Varadarajan,Siegfried Handschuh,N
Masaru Kitsuregawa,Siegfried Handschuh,N
Hiroshi Konno,Siegfried Handschuh,N
Yücel Saygin,Siegfried Handschuh,N
Andreas Hössinger,Siegfried Selberherr,N
Emanouil I. Atanassov,Siegfried Selberherr,N
Lars Engebretsen,Siegfried Selberherr,N
Oleg Sokolsky,Siegfried Selberherr,N
Marie-Laurence Mazure,Siegfried Selberherr,N
Peter I. Corke,Sigeru Omatu,N
Alexandru Nicolau,Sigeru Omatu,N
Michael Benedikt,Sigeru Omatu,N
Francesc X. Avilés,Sigrid Ewert,N
T. C. Edwin Cheng,Sigrid Knust,P
Vadim G. Timkovsky,Sigrid Knust,N
M. Romera,Sigrid Knust,N
Rainer Koschke,Sigrid Knust,N
Izak Benbasat,Sigrid Knust,N
Alexander Pott,Sigrid Knust,N
Shambhu J. Upadhyaya,Sigrid Knust,N
Pasquale Daponte,Sigrid Knust,N
Aslihan Celik,Sigrún Andradóttir,N
Marc Bodson,Sigurd Skogestad,N
Yuesheng Xu,Silong Peng,N
Ignacio Ema,Silong Peng,N
Michèle Sebag,Silong Peng,N
Alexei E. Ashikhmin,Silong Peng,N
Joaquín Lopez Fernández,Silong Peng,N
Edward H. Shortliffe,Silvana Quaglini,P
James Worrell 0001,Silvana Quaglini,N
Braham Barkat,Silvana Quaglini,N
Adrian Dale,Silvana Quaglini,N
Denis Bouyssou,Silvano Martello,N
Nen-Fu Huang,Silvano Martello,N
Lizy Kurian John,Silvano Martello,N
Itzhak Gilboa,Silvia Bertoluzza,N
Ian Oppermann,Silvia Bertoluzza,N
Jean-Marie Jacquet,Silvia Bertoluzza,N
Alan V. Oppenheim,Silvia Bertoluzza,N
Enric Trillas,Silvia Giordano,N
Marcel Brun,Silvia Giordano,N
David M. Chess,Silvia Giordano,N
Peter F. Patel-Schneider,Silvia Giordano,N
Andrea Bernieri,Silvia Giordano,N
Nikolaos Papaspyrou,Silvia Giordano,N
Bernd Hamann,Silvia N. Crivelli,N
Teresa Head-Gordon,Silvia N. Crivelli,N
Gábor E. Tusnády,Silvia N. Crivelli,N
Franco Mazzenga,Silvia N. Crivelli,N
Claire O'Donovan,Silvio Ghilardi,N
Sayandev Mukherjee,Silvio Ghilardi,N
Peter Scheuermann,Silvio Ghilardi,N
Fabio Solari,Silvio P. Sabatini,P
Yiyan Wu,Silvio P. Sabatini,N
